Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
1749.46,146.0,43.0,-10.0,1661.0
1749.71,145.0,43.0,-10.0,1660.0
1749.99,144.0,43.0,1355.71,1656.0
1750.2,143.0,43.0,-10.0,1660.0
1750.46,142.0,43.0,1350.05,1659.0
1750.67,141.0,43.0,-10.0,1648.0
1750.92,140.0,43.0,1364.45,1650.0
1751.13,139.0,43.0,-10.0,1642.0
1751.39,138.0,43.0,1365.31,1638.0
1751.6,137.0,43.0,-10.0,1640.0
1751.85,136.0,43.0,1359.65,1636.0
1752.06,135.0,43.0,-10.0,1631.0
1752.32,134.0,43.0,1357.94,1623.0
1752.53,133.0,43.0,-10.0,1619.0
1752.78,132.0,43.0,1368.4,1619.0
1752.99,131.0,43.0,-10.0,1617.0
1753.25,130.0,43.0,725.1,1603.0
1753.45,129.0,43.0,711.21,1606.0
1753.66,128.0,43.0,1359.82,1606.0
1753.88,127.0,43.0,723.39,1603.0
1754.08,126.0,43.0,708.47,1590.0
1754.29,125.0,43.0,716.7,1583.0
1754.5,124.0,43.0,709.67,1580.0
1754.71,123.0,43.0,716.53,1583.0
1754.92,122.0,43.0,697.49,1576.0
1755.12,121.0,43.0,703.49,1576.0
1755.33,120.0,43.0,703.49,1569.0
1755.54,119.0,43.0,705.04,1564.0
1755.75,118.0,43.0,694.57,1568.0
1755.96,117.0,43.0,684.11,1562.0
1756.16,116.0,43.0,-10.0,1554.0
1756.41,115.0,43.0,694.23,1542.0
1756.62,114.0,43.0,683.94,1545.0
1756.83,113.0,43.0,694.06,1532.0
1757.03,112.0,43.0,691.66,1536.0
1757.24,111.0,43.0,689.94,1525.0
1757.45,110.0,43.0,702.46,1519.0
1757.66,109.0,43.0,693.89,1523.0
1757.86,108.0,43.0,698.35,1518.0
1758.07,107.0,43.0,702.29,1510.0
1758.28,106.0,43.0,685.31,1501.0
1758.49,105.0,43.0,706.75,1504.0
1758.7,104.0,43.0,681.03,1488.0
1758.91,103.0,43.0,685.49,1479.0
1759.11,102.0,43.0,706.41,1477.0
1759.32,101.0,43.0,689.43,1481.0
1759.53,100.0,43.0,702.29,1461.0
1759.74,99.0,43.0,636.78,1459.0
1759.94,98.0,43.0,689.43,1464.0
1760.15,97.0,43.0,689.77,1477.0
1760.36,96.0,43.0,687.54,1477.0
1760.57,95.0,43.0,690.12,1440.0
1760.78,94.0,43.0,692.17,1460.0
1760.98,93.0,43.0,694.23,1454.0
1761.19,92.0,43.0,702.81,1458.0
1761.4,91.0,43.0,713.1,1482.0
1761.61,90.0,43.0,707.27,1439.0
1761.82,89.0,43.0,709.5,1466.0
1762.02,88.0,43.0,1372.86,1473.0
1762.24,87.0,43.0,718.41,1486.0
1762.44,86.0,43.0,703.49,1493.0
1762.65,85.0,43.0,703.32,1464.0
1762.86,84.0,43.0,-10.0,1474.0
1763.2,83.0,43.0,1353.82,1444.0
1763.41,82.0,43.0,728.88,1482.0
1763.62,81.0,43.0,1344.73,1485.0
1763.83,80.0,43.0,699.38,1471.0
1764.04,79.0,43.0,2863.88,1490.0
1764.26,78.0,43.0,1350.22,1495.0
1764.47,77.0,43.0,1371.31,1491.0
1764.68,76.0,43.0,1378.17,1493.0
1764.9,75.0,43.0,1342.33,1535.0
1765.11,74.0,43.0,1355.71,1517.0
1765.32,73.0,43.0,716.87,1524.0
1765.53,72.0,43.0,2860.28,1526.0
1765.75,71.0,43.0,1360.0,1548.0
1765.96,70.0,43.0,1362.4,1540.0
1766.17,69.0,43.0,1353.99,1547.0
1766.38,68.0,43.0,1369.6,1534.0
1766.59,67.0,43.0,1347.65,1554.0
1766.81,66.0,43.0,1358.79,1575.0
1767.02,65.0,43.0,1346.62,1548.0
1767.23,64.0,43.0,-10.0,1566.0
1767.46,63.0,43.0,706.58,1575.0
1767.67,62.0,43.0,1355.19,1577.0
1767.88,61.0,43.0,2936.77,1581.0
1768.1,60.0,43.0,1355.71,1585.0
1768.31,59.0,43.0,1346.96,1583.0
1768.53,58.0,43.0,1351.25,1586.0
1768.74,57.0,43.0,1343.7,1593.0
1768.95,56.0,43.0,1365.14,1603.0
1769.16,55.0,43.0,1349.53,1604.0
1769.37,54.0,43.0,1348.85,1612.0
1769.58,53.0,43.0,1360.17,1608.0
1769.8,52.0,43.0,1347.13,1613.0
1770.01,51.0,43.0,1360.0,1618.0
1770.22,50.0,43.0,1349.53,1630.0
1770.43,49.0,43.0,1358.11,1634.0
1770.64,48.0,43.0,1352.62,1636.0
1770.86,47.0,43.0,1781.88,1632.0
1771.07,46.0,43.0,1351.25,1635.0
1771.28,45.0,43.0,1349.88,1638.0
1771.49,44.0,43.0,1353.99,1641.0
1771.71,43.0,43.0,1351.42,1650.0
1771.92,42.0,43.0,1355.88,1649.0
1772.13,41.0,43.0,1356.05,1655.0
1772.34,40.0,43.0,1349.71,1654.0
1772.55,39.0,43.0,1348.68,1662.0
1772.77,38.0,43.0,1352.11,1659.0
1772.98,37.0,43.0,1348.16,1667.0
1773.19,36.0,43.0,1351.42,1661.0
1773.4,35.0,43.0,1347.3,1666.0
1773.61,34.0,43.0,1351.42,1668.0
1773.82,33.0,43.0,1355.88,1660.0
1774.04,32.0,43.0,1360.34,1666.0
1774.25,31.0,43.0,905.18,1657.0
1774.46,30.0,43.0,1351.59,1665.0
1774.67,29.0,43.0,2836.44,1650.0
1774.89,28.0,43.0,1355.88,1658.0
1775.1,27.0,43.0,1349.71,1650.0
1775.31,26.0,43.0,1368.91,1653.0
1775.53,25.0,43.0,1360.34,1642.0
1775.74,24.0,43.0,723.9,1640.0
1775.94,23.0,43.0,1355.88,1637.0
1776.16,22.0,43.0,2877.94,1638.0
1776.38,21.0,43.0,1348.16,1641.0
1776.59,20.0,43.0,1361.02,1633.0
1776.8,19.0,43.0,1347.3,1622.0
1777.01,18.0,43.0,1364.8,1633.0
1777.22,17.0,43.0,1355.88,1627.0
1777.44,16.0,43.0,1347.13,1622.0
1777.65,15.0,43.0,1513.49,1616.0
1777.86,14.0,43.0,1343.87,1618.0
1778.07,13.0,43.0,1361.37,1613.0
1778.29,12.0,43.0,1360.0,1604.0
1778.5,11.0,43.0,1356.22,1603.0
1778.71,10.0,43.0,1364.63,1610.0
1778.92,9.0,43.0,1342.84,1602.0
1779.13,8.0,43.0,1715.34,1602.0
1779.35,7.0,43.0,1356.05,1599.0
1779.56,6.0,43.0,1357.08,1592.0
1779.77,5.0,43.0,1360.17,1593.0
1779.98,4.0,43.0,1364.63,1585.0
1780.19,3.0,43.0,1364.63,1592.0
1780.41,2.0,43.0,1360.34,1591.0
1780.62,1.0,43.0,1356.05,1595.0
1780.83,0.0,43.0,1369.08,1586.0
1781.04,-1.0,44.0,1355.19,1583.0
1781.25,0.0,44.0,1361.02,1589.0
1781.46,1.0,44.0,1374.23,1582.0
1781.68,2.0,44.0,1355.71,1591.0
1781.89,3.0,44.0,1372.69,1590.0
1782.1,4.0,44.0,1359.48,1587.0
1782.31,5.0,44.0,1364.28,1595.0
1782.52,6.0,44.0,1359.14,1597.0
1782.73,7.0,44.0,1349.19,1587.0
1782.95,8.0,44.0,1717.4,1597.0
1783.16,9.0,44.0,1352.45,1596.0
1783.37,10.0,44.0,1350.91,1598.0
1783.58,11.0,44.0,1364.11,1607.0
1783.8,12.0,44.0,1355.54,1612.0
1784.01,13.0,44.0,1355.71,1605.0
1784.22,14.0,44.0,1346.96,1613.0
1784.43,15.0,44.0,1363.94,1616.0
1784.64,16.0,44.0,1352.96,1615.0
1784.86,17.0,44.0,1358.97,1613.0
1785.07,18.0,44.0,1364.97,1627.0
1785.28,19.0,44.0,1364.28,1615.0
1785.49,20.0,44.0,1355.36,1630.0
1785.7,21.0,44.0,1352.62,1630.0
1785.92,22.0,44.0,1352.62,1628.0
1786.13,23.0,44.0,1350.91,1634.0
1786.34,24.0,44.0,1350.05,1640.0
1786.55,25.0,44.0,1355.19,1633.0
1786.76,26.0,44.0,1722.55,1635.0
1786.98,27.0,44.0,1345.93,1634.0
1787.19,28.0,44.0,1368.23,1647.0
1787.4,29.0,44.0,1341.99,1644.0
1787.61,30.0,44.0,1355.36,1644.0
1787.82,31.0,44.0,1352.79,1648.0
1788.04,32.0,44.0,1352.62,1646.0
1788.25,33.0,44.0,1350.73,1650.0
1788.46,34.0,44.0,1351.59,1653.0
1788.67,35.0,44.0,1355.88,1655.0
1788.88,36.0,44.0,1341.99,1655.0
1789.09,37.0,44.0,1355.19,1658.0
1789.31,38.0,44.0,1350.73,1654.0
1789.52,39.0,44.0,1355.19,1655.0
1789.73,40.0,44.0,1359.65,1653.0
1789.94,41.0,44.0,1347.82,1646.0
1790.15,42.0,44.0,741.91,1646.0
1790.36,43.0,44.0,1341.99,1636.0
1790.57,44.0,44.0,2856.33,1643.0
1790.8,45.0,44.0,1359.48,1628.0
1791.01,46.0,44.0,1350.91,1633.0
1791.22,47.0,44.0,1342.16,1635.0
1791.43,48.0,44.0,1350.56,1620.0
1791.64,49.0,44.0,784.78,1622.0
1791.85,50.0,44.0,1350.73,1622.0
1792.06,51.0,44.0,-10.0,1610.0
1792.32,52.0,44.0,1355.88,1615.0
1792.53,53.0,44.0,-10.0,1615.0
1792.78,54.0,44.0,1346.45,1603.0
1792.99,55.0,44.0,-10.0,1601.0
1793.22,56.0,44.0,772.44,1596.0
1793.43,57.0,44.0,1364.8,1593.0
1793.64,58.0,44.0,-10.0,1578.0
1793.87,59.0,44.0,938.45,1579.0
1794.08,60.0,44.0,1350.56,1571.0
1794.3,61.0,44.0,-10.0,1584.0
1794.53,62.0,44.0,873.11,1574.0
1794.73,63.0,44.0,1359.82,1580.0
1794.95,64.0,44.0,-10.0,1571.0
1795.18,65.0,44.0,879.79,1580.0
1795.39,66.0,44.0,1344.56,1561.0
1795.6,67.0,44.0,-10.0,1562.0
1795.83,68.0,44.0,904.83,1549.0
1796.04,69.0,44.0,1352.11,1553.0
1796.25,70.0,44.0,2858.56,1551.0
1796.47,71.0,44.0,1359.14,1544.0
1796.68,72.0,44.0,1350.22,1543.0
1796.89,73.0,44.0,1354.85,1531.0
1797.1,74.0,44.0,1357.42,1519.0
1797.32,75.0,44.0,766.6,1520.0
1797.53,76.0,44.0,1344.22,1499.0
1797.74,77.0,44.0,-10.0,1510.0
1797.96,78.0,44.0,1340.27,1500.0
1798.18,79.0,44.0,1367.54,1503.0
1798.39,80.0,44.0,2865.59,1497.0
1798.61,81.0,44.0,1363.25,1493.0
1798.82,82.0,44.0,1341.47,1500.0
1799.03,83.0,44.0,737.28,1498.0
1799.24,84.0,44.0,1345.76,1497.0
1799.45,85.0,44.0,724.59,1495.0
1799.66,86.0,44.0,734.36,1502.0
1799.87,87.0,44.0,707.27,1482.0
1800.08,88.0,44.0,707.09,1485.0
1800.29,89.0,44.0,709.5,1486.0
1800.49,90.0,44.0,702.81,1479.0
1800.7,91.0,44.0,691.49,1490.0
1800.91,92.0,44.0,706.58,1494.0
1801.12,93.0,44.0,715.15,1495.0
1801.33,94.0,44.0,693.72,1471.0
1801.53,95.0,44.0,693.55,1489.0
1801.74,96.0,44.0,710.52,1491.0
1801.95,97.0,44.0,694.06,1493.0
1802.16,98.0,44.0,675.71,1494.0
1802.36,99.0,44.0,689.09,1488.0
1802.57,100.0,44.0,689.26,1494.0
1802.78,101.0,44.0,702.12,1490.0
1802.99,102.0,44.0,701.44,1495.0
1803.2,103.0,44.0,693.2,1488.0
1803.41,104.0,44.0,693.37,1498.0
1803.61,105.0,44.0,693.55,1503.0
1803.82,106.0,44.0,693.2,1516.0
1804.03,107.0,44.0,686.51,1508.0
1804.24,108.0,44.0,689.26,1522.0
1804.44,109.0,44.0,695.78,1530.0
1804.65,110.0,44.0,702.12,1528.0
1804.86,111.0,44.0,697.83,1530.0
1805.07,112.0,44.0,686.86,1537.0
1805.28,113.0,44.0,693.72,1544.0
1805.48,114.0,44.0,687.54,1544.0
1805.69,115.0,44.0,672.79,1544.0
1805.9,116.0,44.0,695.09,1551.0
1806.11,117.0,44.0,687.89,1552.0
1806.32,118.0,44.0,698.18,1558.0
1806.52,119.0,44.0,696.12,1558.0
1806.73,120.0,44.0,706.92,1566.0
1806.94,121.0,44.0,702.81,1567.0
1807.15,122.0,44.0,696.98,1570.0
1807.36,123.0,44.0,711.55,1579.0
1807.56,124.0,44.0,716.7,1578.0
1807.77,125.0,44.0,703.49,1579.0
1807.98,126.0,44.0,1347.82,1588.0
1808.19,127.0,44.0,712.24,1583.0
1808.4,128.0,44.0,720.81,1588.0
1808.61,129.0,44.0,-10.0,1595.0
1808.88,130.0,44.0,737.96,1597.0
1809.08,131.0,44.0,727.33,1600.0
1809.29,132.0,44.0,1354.68,1603.0
1809.51,133.0,44.0,684.46,1609.0
1809.71,134.0,44.0,1354.16,1609.0
1809.93,135.0,44.0,-10.0,1609.0
1810.18,136.0,44.0,1372.51,1613.0
1810.39,137.0,44.0,-10.0,1615.0
1810.64,138.0,44.0,1346.28,1611.0
1810.85,139.0,44.0,-10.0,1626.0
1811.11,140.0,44.0,1348.16,1628.0
1811.32,141.0,44.0,-10.0,1627.0
1811.57,142.0,44.0,1354.34,1629.0
1811.78,143.0,44.0,-10.0,1638.0
1812.12,144.0,44.0,1351.08,1632.0
1812.33,145.0,44.0,1363.77,1633.0
1812.55,146.0,44.0,1359.65,1639.0
1812.76,147.0,44.0,882.54,1640.0
1812.97,148.0,44.0,1365.31,1635.0
1813.18,149.0,44.0,-10.0,1641.0
1813.43,150.0,44.0,1370.97,1643.0
1813.65,151.0,44.0,-10.0,1635.0
1813.9,152.0,44.0,1353.99,1638.0
1814.11,153.0,44.0,-10.0,1637.0
1814.36,154.0,44.0,1350.05,1638.0
1814.58,155.0,44.0,-10.0,1634.0
1814.83,156.0,44.0,1356.91,1633.0
1815.04,157.0,44.0,-10.0,1637.0
1815.29,158.0,44.0,1358.79,1636.0
1815.51,159.0,44.0,-10.0,1644.0
1815.76,160.0,44.0,1354.34,1639.0
1815.97,161.0,44.0,-10.0,1635.0
1816.31,162.0,44.0,-10.0,1644.0
1816.65,163.0,44.0,1378.52,1640.0
1816.86,164.0,44.0,1351.93,1644.0
1817.07,165.0,44.0,1363.43,1645.0
1817.29,166.0,44.0,1350.73,1636.0
1817.5,167.0,44.0,1354.85,1639.0
1817.71,168.0,44.0,1361.71,1641.0
1817.92,169.0,44.0,1365.14,1636.0
1818.13,170.0,44.0,1358.97,1640.0
1818.34,171.0,44.0,1346.79,1639.0
1818.56,172.0,44.0,1376.12,1639.0
1818.77,173.0,44.0,1361.54,1643.0
1818.98,174.0,44.0,1360.17,1645.0
1819.19,175.0,44.0,1373.03,1644.0
1819.41,176.0,44.0,1351.42,1643.0
1819.62,177.0,44.0,1355.88,1642.0
1819.83,178.0,44.0,1358.97,1645.0
1820.04,179.0,44.0,1363.25,1643.0
1820.25,180.0,44.0,-10.0,1645.0
1820.59,181.0,45.0,-10.0,1634.0
1820.93,180.0,45.0,-10.0,1622.0
1821.27,179.0,45.0,-10.0,1629.0
1821.6,178.0,45.0,-10.0,1625.0
1821.94,177.0,45.0,1360.34,1624.0
1822.15,176.0,45.0,1366.68,1623.0
1822.37,175.0,45.0,1354.16,1627.0
1822.58,174.0,45.0,-10.0,1628.0
1822.92,173.0,45.0,1379.89,1620.0
1823.13,172.0,45.0,1345.07,1618.0
1823.34,171.0,45.0,1355.02,1629.0
1823.55,170.0,45.0,1356.74,1628.0
1823.76,169.0,45.0,1356.39,1619.0
1823.97,168.0,45.0,-10.0,1621.0
1824.31,167.0,45.0,1385.55,1616.0
1824.53,166.0,45.0,1351.93,1621.0
1824.74,165.0,45.0,1359.31,1622.0
1824.95,164.0,45.0,1346.1,1618.0
1825.16,163.0,45.0,1355.02,1625.0
1825.37,162.0,45.0,1368.74,1625.0
1825.58,161.0,45.0,1355.71,1618.0
1825.8,160.0,45.0,1366.68,1623.0
1826.01,159.0,45.0,1349.71,1621.0
1826.22,158.0,45.0,1371.14,1621.0
1826.43,157.0,45.0,1355.19,1618.0
1826.64,156.0,45.0,1355.19,1610.0
1826.86,155.0,45.0,-10.0,1616.0
1827.11,154.0,45.0,1345.76,1620.0
1827.32,153.0,45.0,1421.56,1618.0
1827.53,152.0,45.0,1345.25,1627.0
1827.74,151.0,45.0,1366.68,1623.0
1827.95,150.0,45.0,1396.35,1621.0
1828.17,149.0,45.0,1353.82,1612.0
1828.38,148.0,45.0,1366.51,1618.0
1828.59,147.0,45.0,1340.44,1615.0
1828.8,146.0,45.0,1366.51,1621.0
1829.01,145.0,45.0,1350.39,1617.0
1829.23,144.0,45.0,1347.65,1616.0
1829.44,143.0,45.0,1354.34,1620.0
1829.65,142.0,45.0,-10.0,1614.0
1829.9,141.0,45.0,1363.08,1604.0
1830.11,140.0,45.0,-10.0,1607.0
1830.36,139.0,45.0,1357.77,1611.0
1830.57,138.0,45.0,-10.0,1604.0
1830.83,137.0,45.0,1340.27,1598.0
1831.04,136.0,45.0,-10.0,1600.0
1831.29,135.0,45.0,1347.13,1599.0
1831.5,134.0,45.0,-10.0,1600.0
1831.76,133.0,45.0,1354.16,1592.0
1831.97,132.0,45.0,-10.0,1591.0
1832.22,131.0,45.0,1357.42,1592.0
1832.44,130.0,45.0,-10.0,1589.0
1832.69,129.0,45.0,1344.56,1590.0
1832.9,128.0,45.0,-10.0,1581.0
1833.15,127.0,45.0,705.55,1581.0
1833.36,126.0,45.0,707.44,1574.0
1833.57,125.0,45.0,704.86,1567.0
1833.78,124.0,45.0,719.79,1570.0
1833.99,123.0,45.0,711.21,1563.0
1834.19,122.0,45.0,692.35,1561.0
1834.4,121.0,45.0,698.52,1560.0
1834.61,120.0,45.0,695.78,1559.0
1834.82,119.0,45.0,698.01,1551.0
1835.03,118.0,45.0,693.89,1552.0
1835.23,117.0,45.0,712.93,1550.0
1835.44,116.0,45.0,702.29,1549.0
1835.65,115.0,45.0,690.8,1538.0
1835.86,114.0,45.0,706.07,1539.0
1836.06,113.0,45.0,709.32,1543.0
1836.27,112.0,45.0,687.03,1540.0
1836.48,111.0,45.0,675.71,1533.0
1836.69,110.0,45.0,690.29,1530.0
1836.9,109.0,45.0,692.86,1531.0
1837.1,108.0,45.0,689.09,1535.0
1837.31,107.0,45.0,687.03,1516.0
1837.52,106.0,45.0,693.03,1521.0
1837.73,105.0,45.0,694.75,1518.0
1837.94,104.0,45.0,701.61,1505.0
1838.15,103.0,45.0,697.15,1508.0
1838.35,102.0,45.0,680.17,1508.0
1838.56,101.0,45.0,692.86,1505.0
1838.77,100.0,45.0,701.61,1506.0
1838.98,99.0,45.0,697.15,1510.0
1839.18,98.0,45.0,693.37,1496.0
1839.39,97.0,45.0,680.51,1502.0
1839.6,96.0,45.0,2842.1,1504.0
1839.82,95.0,45.0,693.72,1500.0
1840.03,94.0,45.0,706.07,1508.0
1840.24,93.0,45.0,693.55,1504.0
1840.44,92.0,45.0,697.83,1506.0
1840.65,91.0,45.0,689.09,1502.0
1840.86,90.0,45.0,698.18,1500.0
1841.07,89.0,45.0,719.27,1514.0
1841.28,88.0,45.0,1367.54,1495.0
1841.49,87.0,45.0,714.3,1505.0
1841.7,86.0,45.0,706.92,1491.0
1841.9,85.0,45.0,711.21,1503.0
1842.11,84.0,45.0,2842.27,1499.0
1842.33,83.0,45.0,1340.27,1504.0
1842.55,82.0,45.0,1366.51,1508.0
1842.76,81.0,45.0,1349.02,1506.0
1842.97,80.0,45.0,2841.93,1503.0
1843.19,79.0,45.0,1340.27,1508.0
1843.4,78.0,45.0,1357.77,1515.0
1843.61,77.0,45.0,1349.02,1518.0
1843.82,76.0,45.0,1121.61,1518.0
1844.04,75.0,45.0,2856.68,1534.0
1844.26,74.0,45.0,1351.08,1527.0
1844.47,73.0,45.0,1342.84,1521.0
1844.68,72.0,45.0,1350.05,1531.0
1844.89,71.0,45.0,1344.73,1531.0
1845.1,70.0,45.0,1344.73,1539.0
1845.31,69.0,45.0,1350.91,1540.0
1845.53,68.0,45.0,1368.06,1558.0
1845.74,67.0,45.0,2840.04,1555.0
1845.96,66.0,45.0,1349.19,1553.0
1846.17,65.0,45.0,1340.44,1552.0
1846.38,64.0,45.0,1357.94,1560.0
1846.59,63.0,45.0,1338.9,1558.0
1846.81,62.0,45.0,1349.88,1564.0
1847.02,61.0,45.0,1345.76,1567.0
1847.23,60.0,45.0,1340.96,1563.0
1847.44,59.0,45.0,1353.82,1577.0
1847.65,58.0,45.0,1358.11,1572.0
1847.86,57.0,45.0,1349.36,1579.0
1848.08,56.0,45.0,1353.65,1575.0
1848.29,55.0,45.0,1337.36,1577.0
1848.5,54.0,45.0,1353.99,1587.0
1848.71,53.0,45.0,2919.1,1600.0
1848.93,52.0,45.0,1336.33,1590.0
1849.15,51.0,45.0,1349.19,1605.0
1849.36,50.0,45.0,1349.36,1603.0
1849.57,49.0,45.0,1344.39,1607.0
1849.78,48.0,45.0,713.78,1598.0
1849.99,47.0,45.0,1353.13,1615.0
1850.2,46.0,45.0,2825.46,1603.0
1850.42,45.0,45.0,1353.99,1608.0
1850.63,44.0,45.0,1358.11,1611.0
1850.84,43.0,45.0,1346.1,1625.0
1851.06,42.0,45.0,1360.17,1617.0
1851.27,41.0,45.0,715.5,1620.0
1851.48,40.0,45.0,1361.2,1624.0
1851.69,39.0,45.0,2857.7,1623.0
1851.91,38.0,45.0,1343.19,1624.0
1852.12,37.0,45.0,1349.02,1626.0
1852.33,36.0,45.0,1354.68,1624.0
1852.55,35.0,45.0,1354.85,1631.0
1852.76,34.0,45.0,1345.93,1638.0
1852.97,33.0,45.0,1346.45,1626.0
1853.18,32.0,45.0,1744.67,1628.0
1853.39,31.0,45.0,1353.82,1633.0
1853.61,30.0,45.0,1349.19,1625.0
1853.82,29.0,45.0,1349.02,1625.0
1854.03,28.0,45.0,1346.45,1620.0
1854.24,27.0,45.0,1358.28,1620.0
1854.45,26.0,45.0,1358.11,1622.0
1854.67,25.0,45.0,1726.49,1625.0
1854.88,24.0,45.0,1349.36,1614.0
1855.09,23.0,45.0,1620.85,1614.0
1855.3,22.0,45.0,1355.02,1621.0
1855.52,21.0,45.0,1344.39,1609.0
1855.73,20.0,45.0,1340.27,1603.0
1855.94,19.0,45.0,1438.71,1605.0
1856.15,18.0,45.0,1718.26,1607.0
1856.37,17.0,45.0,1349.71,1606.0
1856.58,16.0,45.0,1370.97,1603.0
1856.79,15.0,45.0,1347.65,1602.0
1857.0,14.0,45.0,1349.36,1601.0
1857.21,13.0,45.0,1345.25,1599.0
1857.43,12.0,45.0,1371.31,1591.0
1857.64,11.0,45.0,1351.42,1602.0
1857.85,10.0,45.0,1348.16,1590.0
1858.06,9.0,45.0,1359.31,1594.0
1858.27,8.0,45.0,1345.42,1600.0
1858.48,7.0,45.0,1442.49,1586.0
1858.7,6.0,45.0,1347.82,1591.0
1858.91,5.0,45.0,1358.45,1592.0
1859.12,4.0,45.0,1446.77,1589.0
1859.33,3.0,45.0,1345.42,1587.0
1859.55,2.0,45.0,1357.42,1586.0
1859.76,1.0,45.0,1349.71,1586.0
1859.97,0.0,45.0,1506.63,1584.0
1860.18,-1.0,46.0,1370.8,1584.0
1860.39,0.0,46.0,1358.62,1583.0
1860.6,1.0,46.0,1350.05,1583.0
1860.82,2.0,46.0,1344.73,1586.0
1861.03,3.0,46.0,1348.85,1586.0
1861.24,4.0,46.0,1357.77,1584.0
1861.45,5.0,46.0,1344.39,1584.0
1861.66,6.0,46.0,1350.05,1585.0
1861.88,7.0,46.0,1348.68,1589.0
1862.09,8.0,46.0,1348.85,1588.0
1862.3,9.0,46.0,1359.48,1595.0
1862.51,10.0,46.0,1342.5,1592.0
1862.72,11.0,46.0,1374.92,1594.0
1862.93,12.0,46.0,1341.13,1593.0
1863.15,13.0,46.0,1353.31,1593.0
1863.36,14.0,46.0,1350.39,1593.0
1863.57,15.0,46.0,1350.39,1596.0
1863.78,16.0,46.0,1729.75,1593.0
1864.0,17.0,46.0,1340.1,1603.0
1864.21,18.0,46.0,1357.42,1597.0
1864.42,19.0,46.0,1351.76,1599.0
1864.63,20.0,46.0,1339.24,1603.0
1864.84,21.0,46.0,1344.05,1605.0
1865.06,22.0,46.0,1339.93,1609.0
1865.27,23.0,46.0,1374.92,1601.0
1865.48,24.0,46.0,1338.39,1603.0
1865.69,25.0,46.0,1349.53,1609.0
1865.9,26.0,46.0,1358.62,1608.0
1866.11,27.0,46.0,1345.59,1614.0
1866.33,28.0,46.0,1353.13,1615.0
1866.54,29.0,46.0,1344.39,1615.0
1866.75,30.0,46.0,1348.5,1610.0
1866.96,31.0,46.0,1366.0,1604.0
1867.17,32.0,46.0,719.27,1612.0
1867.38,33.0,46.0,1353.13,1613.0
1867.59,34.0,46.0,2902.98,1604.0
1867.81,35.0,46.0,1340.96,1613.0
1868.03,36.0,46.0,1357.25,1607.0
1868.24,37.0,46.0,1339.93,1611.0
1868.45,38.0,46.0,1348.33,1605.0
1868.66,39.0,46.0,698.52,1608.0
1868.87,40.0,46.0,1357.25,1604.0
1869.08,41.0,46.0,2845.87,1611.0
1869.3,42.0,46.0,1348.68,1604.0
1869.51,43.0,46.0,1344.05,1601.0
1869.72,44.0,46.0,1352.96,1602.0
1869.94,45.0,46.0,1335.64,1591.0
1870.15,46.0,46.0,900.89,1599.0
1870.36,47.0,46.0,1344.22,1591.0
1870.57,48.0,46.0,3883.62,1592.0
1870.8,49.0,46.0,1344.05,1594.0
1871.01,50.0,46.0,1352.62,1593.0
1871.22,51.0,46.0,1359.65,1586.0
1871.43,52.0,46.0,1342.67,1585.0
1871.64,53.0,46.0,707.27,1579.0
1871.85,54.0,46.0,1351.59,1584.0
1872.06,55.0,46.0,2905.21,1574.0
1872.28,56.0,46.0,1352.79,1576.0
1872.5,57.0,46.0,1339.59,1572.0
1872.71,58.0,46.0,1361.54,1571.0
1872.92,59.0,46.0,1350.91,1565.0
1873.13,60.0,46.0,1347.3,1566.0
1873.34,61.0,46.0,1349.71,1566.0
1873.56,62.0,46.0,1344.22,1566.0
1873.77,63.0,46.0,1343.87,1555.0
1873.98,64.0,46.0,1339.76,1550.0
1874.19,65.0,46.0,1356.91,1558.0
1874.4,66.0,46.0,1357.08,1548.0
1874.61,67.0,46.0,686.17,1549.0
1874.82,68.0,46.0,1344.73,1549.0
1875.03,69.0,46.0,2849.3,1537.0
1875.25,70.0,46.0,1335.3,1534.0
1875.47,71.0,46.0,1349.19,1534.0
1875.68,72.0,46.0,1357.94,1531.0
1875.89,73.0,46.0,1348.33,1521.0
1876.1,74.0,46.0,704.86,1525.0
1876.31,75.0,46.0,1361.2,1517.0
1876.52,76.0,46.0,2859.59,1523.0
1876.74,77.0,46.0,1350.05,1512.0
1876.95,78.0,46.0,1338.39,1513.0
1877.17,79.0,46.0,1349.19,1516.0
1877.38,80.0,46.0,1339.59,1496.0
1877.59,81.0,46.0,702.81,1510.0
1877.8,82.0,46.0,1339.24,1506.0
1878.01,83.0,46.0,2845.7,1511.0
1878.23,84.0,46.0,1352.62,1514.0
1878.44,85.0,46.0,696.29,1511.0
1878.65,86.0,46.0,709.67,1506.0
1878.86,87.0,46.0,1344.9,1509.0
1879.07,88.0,46.0,1344.05,1506.0
1879.28,89.0,46.0,712.93,1512.0
1879.49,90.0,46.0,705.89,1505.0
1879.7,91.0,46.0,699.38,1499.0
1879.91,92.0,46.0,697.49,1507.0
1880.11,93.0,46.0,705.89,1501.0
1880.32,94.0,46.0,686.86,1507.0
1880.53,95.0,46.0,718.24,1496.0
1880.74,96.0,46.0,698.69,1505.0
1880.94,97.0,46.0,688.74,1507.0
1881.15,98.0,46.0,688.74,1512.0
1881.36,99.0,46.0,696.98,1504.0
1881.57,100.0,46.0,709.67,1504.0
1881.78,101.0,46.0,675.37,1511.0
